Marca temporal,"Consentimiento informado para la participación en el estudio
 
Gracias por su interés en este estudio sobre el uso de chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) que utilizan Inteligencia Artificial (concretamente, modelos grandes de lenguaje, o LLMs) para mejorar la enseñanza y el aprendizaje. Su participación nos ayudará a entender cómo estas herramientas impactan la experiencia educativa.
Responder el cuestionario tomará aprox. 5-7 minutos. La participación es voluntaria y el proceso se puede interrumpir en cualquier momento sin dar explicaciones. Todas las respuestas serán anónimas y los datos se utilizarán exclusivamente  para fines académicos y de investigación.
 
Si ha entendido la información y desea participar en la encuesta, seleccione ""Quiero participar"".
Si no desea participar, cierre la ventana del navegador.

Muchas gracias por su tiempo y colaboración.
El equipo del proyecto ""Uso de Chatbots basados en LLM para la mejora docente"" (Código 24-146).
Universidad de Granada",¿Cuál es su perfil?,¿Qué medios de comunicación usa en el contexto universitario?,"¿Cómo prefiere la interacción con el profesorado (clases, tutorías...)?","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [La rapidez en la respuesta]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Disponibilidad para resolver dudas]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Retroalimentación (feedback) constructiva]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Empatía y comprensión]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Uso de ejemplos prácticos]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Flexibilidad en los horarios de atención]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Accesibilidad a través de diferentes medios (correo, chat, etc.)]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Motivación y apoyo continuo]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Confianza en las respuestas]","Valore la importancia de las siguientes características de la interacción con el profesorado (clases, tutorías...). [Personalización de las respuestas]",¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [ChatGPT],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Copilot/Bing Chat],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Gemini],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Claude],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [NotebookLM],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [DeepSeek],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Perplexity],Si conoce y/o usa otro chatbot puede indicar el nombre y el uso aquí:,¿Con que frecuencia utiliza chatbots?,"Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Preparar ejercicios o ejemplos (p. ej. para practicar para un examen)]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Generar material de estudio complementario]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Mejorar la corrección preliminar de ejercicios y dar retroalimentación (feedback)]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Ayudar en la resolución de ejercicios como un/a profesor/a particular]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Asistencia en procedimientos legales, becas y ayudas]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Comunicación entre profesorado y alumnado]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Responder a preguntas administrativas relacionadas con una asignatura]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Resumir material de estudio (a partir de vídeos, de texto, etc.)]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Responder a preguntas sobre el temario]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Recordar fechas importantes (deadlines, entregas de trabajos...)]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Tareas de traducción]","Relacionado con el aprendizaje en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Mejorar la calidad de mis trabajos (redacción de textos, programación, etc.)]",Si le parece útil otro uso de chatbots relacionado con el aprendizaje en el contexto universitario puede indicarlo aquí:,Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots proporcionan respuestas confiables y precisas a mis preguntas académicas.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots pueden ofrecer explicaciones claras y comprensibles sobre temas complejos.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots me ayudan con mis tareas y proyectos.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots deben ser una parte integral de la experiencia educativa de un/a estudiante.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots pueden ayudar a mejorar las habilidades de estudio y aprendizaje.],Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots en el ámbito universitario es ético.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots manejan correctamente los datos sensibles.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots proporcionan información sesgada.],Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots conduce a la dependencia tecnológica.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots no respetan la privacidad de los usuarios.],Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots conduce a una falta de pensamiento crítico.],¿Qué medios de comunicación usa en el contexto universitario?,"¿Cómo prefiere la interacción con el estudiantado (clases, tutorías, ...)?",Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [La rapidez en la respuesta],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Disponibilidad para resolver dudas],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Retroalimentación (feedback) constructiva],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Empatía y comprensión],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Uso de ejemplos prácticos],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Flexibilidad en los horarios de atención],"Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Accesibilidad a través de diferentes medios (correo, chat, etc.)]",Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Motivación y apoyo continuo],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Confianza en las respuestas],Valore la importancia de las siguientes características de la interacción del profesorado hacia el estudiantado. [Personalización de las respuestas],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [ChatGPT],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Copilot/Bing Chat],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Gemini],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Claude],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [NotebookLM],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [DeepSeek],¿Qué chatbots (programas que simulan una conversación humana para proporcionar información o realizar tareas) conoce y/o usa? [Perplexity],Si conoce y/o usa otro chatbot puede indicar el nombre y el uso aquí:,¿Con que frecuencia utiliza chatbots?,"Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Preparar ejercicios o ejemplos]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Generar material didáctico complementario]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Mejorar la corrección preliminar de ejercicios y dar retroalimentación (feedback)]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Ayudar en la resolución de ejercicios como un/a tutor/a]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Asistencia en procedimientos legales, becas y ayudas]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Comunicación entre el profesorado y el alumnado]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Responder a preguntas administrativas]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Resumir material didáctico (a partir de vídeos, de texto, etc.)]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Responder a preguntas sobre el temario]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Recordar fechas importantes (deadlines, entregas de trabajos...)]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Tareas de traducción]","Relacionado con la docencia en el contexto universitario, ¿cuáles de la siguientes opciones de uso de chatbots le parecen útiles? [Mejorar la calidad de mis trabajos (redacción de textos, programación, etc.)]",Si le parece útil otro uso de chatbots relacionado con la docencia en el contexto universitario puede indicarlo aquí:,Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots proporcionan respuestas confiables y precisas a mis preguntas académicas.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots pueden ofrecer explicaciones claras y comprensibles sobre temas complejos.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots me ayudan con mis tareas y proyectos.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots deben ser una parte integral de la experiencia educativa de un/a estudiante.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots pueden ayudar a mejorar las habilidades de estudio y aprendizaje.],Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots en el ámbito universitario es ético.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots manejan correctamente los datos sensibles.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots proporcionan información sesgada.],Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots conduce a la dependencia tecnológica.],Lea y valore las siguientes afirmaciones sobre chatbots. [Los chatbots no respetan la privacidad de los usuarios.],Lea y valore las siguientes afirmaciones sobre chatbots. [El uso de chatbots conduce a una falta de pensamiento crítico.],¿Cuál es su campo de estudio/área de trabajo?,¿Qué edad tiene?,¿Con qué género se identifica?,Déjenos aquí cualquier comentario que quiera hacernos llegar sobre esta encuesta.
14/03/2025 16:44:19,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram","Correos electrónicos, Mensajes en plataformas de aprendizaje, Videoconferencias en tiempo real, Clases presenciales en el aula, Videos pregrabados y materiales de lectura",Importante,Muy importante,Importante,Muy importante,Muy importante,Importante,Neutral,Neutral,Muy importante,Neutral,Lo uso tanto en el conexto universitario como para otras tareas,"Lo conozco, pero no lo he usado",No lo conozco,No lo conozco,No lo conozco,"Lo conozco, pero no lo he usado",No lo conozco,,Casi siempre,Lo he hecho,Lo he hecho,Me gustaría hacerlo,No me parece útil,Me gustaría hacerlo,No me parece útil,No me parece útil,Me gustaría hacerlo,Lo he hecho,No me parece útil,No me parece útil,Me gustaría hacerlo,,Más bien de acuerdo,Completamente de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Completamente de acuerdo,Más bien de acuerdo,Más bien en desacuerdo,Más bien de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",23,Femenino,
14/03/2025 16:44:26,Quiero participar.,Estudiante (de grado),"Correo electrónico, Telegram, WhatsApp","Mensajes en plataformas de aprendizaje, Chats en tiempo real (mensajería instantánea), Videos pregrabados y materiales de lectura, Clases presenciales en el aula, Correos electrónicos",Neutral,Muy importante,Importante,Muy importante,Muy importante,Neutral,Poco importante,Importante,Muy importante,Muy importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,"Lo conozco, pero no lo he usado",No lo conozco,No lo conozco,Lo uso tanto en el conexto universitario como para otras tareas,No lo conozco,,Siempre,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Lo he hecho,No me parece útil,Lo he hecho,No me parece útil,Me gustaría hacerlo,Lo he hecho,No me parece útil,Lo he hecho,Lo he hecho,,Más bien de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Estoy en desacuerdo,Completamente de acuerdo,Estoy en desacuerdo,Completamente de acuerdo,Ni estoy de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingeniería Informática y Matemáticas,20,Masculino,Pablo pon el examen de ISE fácil por favor 
14/03/2025 16:44:27,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram","Chats en tiempo real (mensajería instantánea), Videos pregrabados y materiales de lectura",Importante,Importante,Importante,Muy importante,Muy importante,Neutral,Importante,Muy importante,Muy importante,Poco importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,Lo uso en el contexto universitario,"Lo conozco, pero no lo he usado",No lo conozco,Lo uso en el contexto universitario,No lo conozco,,Siempre,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Lo he hecho,No me parece útil,Lo he hecho,Lo he hecho,,Más bien de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",20,Masculino,
14/03/2025 16:44:30,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram, WhatsApp","Correos electrónicos, Clases presenciales en el aula, Videos pregrabados y materiales de lectura",Importante,Muy importante,Muy importante,Muy importante,Muy importante,Importante,Muy importante,Muy importante,Muy importante,Muy importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,Lo uso en el contexto universitario,No lo conozco,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,No lo conozco,,Siempre,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Me gustaría hacerlo,No me parece útil,Lo he hecho,Lo he hecho,No me parece útil,No me parece útil,Lo he hecho,,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Más bien de acuerdo,Completamente de acuerdo,Más bien de acuerdo,Completamente de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",20,Femenino,"Pablo, pon el examen de ISE fácil"
14/03/2025 16:44:39,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), WhatsApp","Clases presenciales en el aula, Correos electrónicos",Importante,Neutral,Neutral,Importante,Muy importante,Poco importante,Neutral,Muy importante,Importante,Neutral,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso para otras tareas,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso tanto en el conexto universitario como para otras tareas,No lo conozco,Lo uso tanto en el conexto universitario como para otras tareas,No lo conozco,,Siempre,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Me gustaría hacerlo,Lo he hecho,Lo he hecho,No me parece útil,No me parece útil,Lo he hecho,,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Más bien en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Estoy en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",20,Prefiero no decirlo,
14/03/2025 16:44:53,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), WhatsApp","Clases presenciales en el aula, Correos electrónicos",Neutral,Muy importante,Muy importante,Neutral,Muy importante,Importante,Muy importante,Importante,Importante,Muy importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,Lo uso en el contexto universitario,"Lo conozco, pero no lo he usado",No lo conozco,Lo uso en el contexto universitario,"Lo conozco, pero no lo he usado",qwen,Casi siempre,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,No me parece útil,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,,Completamente de acuerdo,Más bien de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Más bien en desacuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Estoy en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",20,Masculino,
14/03/2025 16:45:34,Quiero participar.,Estudiante (de grado),Correo electrónico,"Clases presenciales en el aula, Correos electrónicos",Importante,Importante,Importante,Importante,Muy importante,Poco importante,Neutral,Importante,Importante,Importante,Lo uso tanto en el conexto universitario como para otras tareas,"Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado",No lo conozco,,A veces,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,No me parece útil,Lo he hecho,Lo he hecho,No me parece útil,No me parece útil,Lo he hecho,,Más bien de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Empresiarales y ciencias de la computación,21,Femenino,
14/03/2025 16:45:53,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram, WhatsApp","Clases presenciales en el aula, Correos electrónicos",Importante,Importante,Importante,Muy importante,Neutral,Neutral,Poco importante,Importante,Neutral,Muy importante,"Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado","Lo conozco, pero no lo he usado",No lo conozco,"Lo conozco, pero no lo he usado",No lo conozco,,Nunca,Me gustaría hacerlo,No me parece útil,No me parece útil,No me parece útil,No me parece útil,No me parece útil,No me parece útil,Me gustaría hacerlo,Me gustaría hacerlo,No me parece útil,No me parece útil,No me parece útil,,Más bien en desacuerdo,Más bien de acuerdo,Más bien en desacuerdo,Más bien en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien en desacuerdo,Más bien en desacuerdo,Completamente de acuerdo,Más bien de acuerdo,Más bien de acuerdo,Más bien de acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matemáticas e Informática,24,Masculino,
14/03/2025 16:46:04,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram, WhatsApp","Videos pregrabados y materiales de lectura, Mensajes en plataformas de aprendizaje, Clases presenciales en el aula",Neutral,Importante,Muy importante,Muy importante,Muy importante,Neutral,Importante,Muy importante,Muy importante,Importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,"Lo conozco, pero no lo he usado",No lo conozco,No lo conozco,"Lo conozco, pero no lo he usado",No lo conozco,,Casi siempre,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Me gustaría hacerlo,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Lo he hecho,,Ni estoy de acuerdo ni en desacuerdo,Más bien en desacuerdo,Más bien en desacuerdo,Más bien en desacuerdo,Estoy en desacuerdo,Estoy en desacuerdo,Más bien de acuerdo,Estoy en desacuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",20,Masculino,
14/03/2025 16:46:04,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram, WhatsApp","Clases presenciales en el aula, Chats en tiempo real (mensajería instantánea), Videos pregrabados y materiales de lectura, Videoconferencias en tiempo real, Correos electrónicos",Importante,Importante,Importante,Muy importante,Muy importante,Neutral,Importante,Neutral,Muy importante,Importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso para otras tareas,Lo uso para otras tareas,Lo uso en el contexto universitario,Lo uso en el contexto universitario,Lo uso tanto en el conexto universitario como para otras tareas,"Lo conozco, pero no lo he usado",,Siempre,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Lo he hecho,No me parece útil,Lo he hecho,Lo he hecho,Organizacion y visualizacion global del contenido (Obtener una vision global de forma muy rapida para poder organizar una sesion de estudio),Ni estoy de acuerdo ni en desacuerdo,Completamente de acuerdo,Completamente de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Completamente de acuerdo,Más bien de acuerdo,Más bien en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingeniería informática y matemáticas,21,Masculino,"Minucia, pero se debería separar ""matematicas y fisica"" para casos como el mío"
14/03/2025 16:46:30,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Telegram, WhatsApp","Clases presenciales en el aula, Mensajes en plataformas de aprendizaje, Correos electrónicos, Videos pregrabados y materiales de lectura",Importante,Importante,Importante,Muy importante,Muy importante,Neutral,Importante,Muy importante,Muy importante,Muy importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,"Lo conozco, pero no lo he usado",No lo conozco,No lo conozco,Lo uso en el contexto universitario,No lo conozco,,Casi siempre,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Me gustaría hacerlo,Me gustaría hacerlo,Me gustaría hacerlo,Me gustaría hacerlo,Me gustaría hacerlo,Lo he hecho,No me parece útil,Lo he hecho,Me gustaría hacerlo,,Más bien de acuerdo,Más bien en desacuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Completamente de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Más bien en desacuerdo,Completamente de acuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matemáticas e Informática,20,Masculino,
14/03/2025 16:46:38,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), Microsoft Teams, Telegram, WhatsApp","Videos pregrabados y materiales de lectura, Clases presenciales en el aula, Chats en tiempo real (mensajería instantánea)",Importante,Importante,Muy importante,Muy importante,Muy importante,Importante,Muy importante,Muy importante,Muy importante,Importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso tanto en el conexto universitario como para otras tareas,No lo conozco,No lo conozco,Lo uso en el contexto universitario,Lo uso tanto en el conexto universitario como para otras tareas,,Casi siempre,Lo he hecho,Me gustaría hacerlo,Lo he hecho,Lo he hecho,No me parece útil,Me gustaría hacerlo,Lo he hecho,Lo he hecho,Lo he hecho,No me parece útil,Lo he hecho,Lo he hecho,,Más bien en desacuerdo,Más bien de acuerdo,Más bien de acuerdo,Más bien en desacuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Más bien de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ingenierías de la Comunicación, Computación y Electrónica",20,Femenino,
14/03/2025 16:47:11,Quiero participar.,Estudiante (de grado),"Correo electrónico, Plataforma de gestión del aprendizaje (Prado, Moodle, Ecampus, etc.), WhatsApp","Correos electrónicos, Videos pregrabados y materiales de lectura, Clases presenciales en el aula",Importante,Importante,Importante,Muy importante,Muy importante,Neutral,Neutral,Muy importante,Muy importante,Muy importante,Lo uso tanto en el conexto universitario como para otras tareas,Lo uso en el contexto universitario,Lo uso en el contexto universitario,,,Lo uso en el contexto universitario,,,Casi siempre,Lo he hecho,Lo he hecho,Lo he hecho,Lo he hecho,No me parece útil,No me parece útil,No me parece útil,Lo he hecho,Lo he hecho,No me parece útil,No me parece útil,Lo he hecho,,Más bien de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Completamente de acuerdo,Ni estoy de acuerdo ni en desacuerdo,Estoy en desacuerdo,Ni estoy de acuerdo ni en desacuerdo,Más bien de acuerdo,Completamente de acuerdo,Estoy en desacuerdo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ingeniería informática y ciencias económicas y empresariales,21,Femenino,
